amfi_code,date,nav
100033,2024-12-07,218.3918
100033,2024-12-08,232.0503
100033,2024-12-09,230.682
100033,2024-12-10,230.682
100033,2024-12-11,234.2063
100033,2024-12-12,246.8986
100033,2024-12-13,246.8986
100033,2024-12-14,246.8986
100033,2024-12-15,246.8986
100033,2024-12-16,246.8986
100033,2024-12-17,246.8986
100033,2024-12-18,246.8986
100033,2024-12-19,246.8986
100033,2024-12-20,246.8986
100033,2024-12-21,246.8986
100033,2024-12-22,246.8986
100033,2024-12-23,246.8986
100033,2024-12-24,246.8986
100033,2024-12-25,246.8986
100033,2024-12-26,246.8986
100033,2024-12-27,246.8986
100033,2024-12-28,246.8986
100033,2024-12-29,246.8986
100033,2024-12-30,246.8986
100033,2024-12-31,246.8986
100033,2025-01-01,243.8557
100033,2025-01-02,243.8557
100033,2025-01-03,243.8557
100033,2025-01-04,226.4411
100033,2025-01-05,220.6292
100033,2025-01-06,220.6292
100033,2025-01-07,228.9023
100033,2025-01-08,246.8032
100033,2025-01-09,262.6531
100033,2025-01-10,262.6733
100033,2025-01-11,262.6733
100033,2025-01-12,266.1927
100033,2025-01-13,266.1927
100033,2025-01-14,266.1927
100033,2025-01-15,266.1927
100033,2025-01-16,266.1927
100033,2025-01-17,266.1927
100033,2025-01-18,266.1927
100033,2025-01-19,266.1927
100033,2025-01-20,266.1927
100033,2025-01-21,266.1927
100033,2025-01-22,266.1927
100033,2025-01-23,266.1927
100033,2025-01-24,266.1927
100033,2025-01-25,266.1927
100033,2025-01-26,266.1927
100033,2025-01-27,266.1927
100033,2025-01-28,266.1927
100033,2025-01-29,266.1927
100033,2025-01-30,266.1927
100033,2025-01-31,266.1927
100033,2025-02-01,246.7918
100033,2025-02-02,246.7918
100033,2025-02-03,246.7918
100033,2025-02-04,227.4212
100033,2025-02-05,222.9714
100033,2025-02-06,226.8978
100033,2025-02-07,229.7618
100033,2025-02-08,229.7618
100033,2025-02-09,262.1937
100033,2025-02-10,263.781
100033,2025-02-11,263.781
100033,2025-02-12,264.7176
100033,2025-02-13,264.7176
100033,2025-02-14,264.7176
100033,2025-02-15,264.7176
100033,2025-02-16,264.7176
100033,2025-02-17,264.7176
100033,2025-02-18,264.7176
100033,2025-02-19,264.7176
100033,2025-02-20,264.7176
100033,2025-02-21,264.7176
100033,2025-02-22,264.7176
100033,2025-02-23,264.7176
100033,2025-02-24,264.7176
100033,2025-02-25,264.7176
100033,2025-02-26,264.7176
100033,2025-02-27,264.7176
100033,2025-02-28,264.7176
100033,2025-03-01,249.0555
100033,2025-03-02,240.8821
100033,2025-03-03,228.119
100033,2025-03-04,224.7123
100033,2025-03-05,224.7123
100033,2025-03-06,232.1117
100033,2025-03-07,229.289
100033,2025-03-08,229.289
100033,2025-03-09,265.4663
100033,2025-03-10,261.8212
100033,2025-03-11,269.4549
100033,2025-03-12,259.8791
100033,2025-03-13,259.8791
100033,2025-03-14,259.8791
100033,2025-03-15,259.8791
100033,2025-03-16,259.8791
100033,2025-03-17,259.8791
100033,2025-03-18,259.8791
100033,2025-03-19,259.8791
100033,2025-03-20,259.8791
100033,2025-03-21,259.8791
100033,2025-03-22,259.8791
100033,2025-03-23,259.8791
100033,2025-03-24,259.8791
100033,2025-03-25,259.8791
100033,2025-03-26,259.8791
100033,2025-03-27,259.8791
100033,2025-03-28,259.8791
100033,2025-03-29,259.8791
100033,2025-03-30,259.8791
100033,2025-03-31,259.8791
100033,2025-04-01,259.8791
100033,2025-04-02,241.6451
100033,2025-04-03,227.5203
100033,2025-04-04,226.5479
100033,2025-04-05,226.5479
100033,2025-04-06,231.8646
100033,2025-04-07,231.2829
100033,2025-04-08,251.9457
100033,2025-04-09,266.6174
100033,2025-04-10,266.6174
100033,2025-04-11,266.0188
100033,2025-04-12,264.7342
100033,2025-04-13,264.7342
100033,2025-04-14,264.7342
100033,2025-04-15,264.7342
100033,2025-04-16,264.7342
100033,2025-04-17,264.7342
100033,2025-04-18,264.7342
100033,2025-04-19,264.7342
100033,2025-04-20,264.7342
100033,2025-04-21,264.7342
100033,2025-04-22,264.7342
100033,2025-04-23,264.7342
100033,2025-04-24,264.7342
100033,2025-04-25,264.7342
100033,2025-04-26,264.7342
100033,2025-04-27,264.7342
100033,2025-04-28,264.7342
100033,2025-04-29,264.7342
100033,2025-04-30,264.7342
100033,2025-05-01,264.7342
100033,2025-05-02,242.1923
100033,2025-05-03,224.3617
100033,2025-05-04,224.3617
100033,2025-05-05,227.6628
100033,2025-05-06,232.9878
100033,2025-05-07,232.9878
100033,2025-05-08,250.0772
100033,2025-05-09,270.4888
100033,2025-05-10,270.4888
100033,2025-05-11,265.9725
100033,2025-05-12,271.5079
100033,2025-05-13,271.5079
100033,2025-05-14,271.5079
100033,2025-05-15,271.5079
100033,2025-05-16,271.5079
100033,2025-05-17,271.5079
100033,2025-05-18,271.5079
100033,2025-05-19,271.5079
100033,2025-05-20,271.5079
100033,2025-05-21,271.5079
100033,2025-05-22,271.5079
100033,2025-05-23,271.5079
100033,2025-05-24,271.5079
100033,2025-05-25,271.5079
100033,2025-05-26,271.5079
100033,2025-05-27,271.5079
100033,2025-05-28,271.5079
100033,2025-05-29,271.5079
100033,2025-05-30,271.5079
100033,2025-05-31,271.5079
100033,2025-06-01,249.1665
100033,2025-06-02,237.7496
100033,2025-06-03,226.0407
100033,2025-06-04,226.0407
100033,2025-06-05,228.8899
100033,2025-06-06,230.4043
100033,2025-06-07,230.4043
100033,2025-06-08,248.4132
100033,2025-06-09,248.4132
100033,2025-06-10,261.9602
100033,2025-06-11,265.0864
100033,2025-06-12,265.0864
100033,2025-06-13,265.0864
100033,2025-06-14,265.0864
100033,2025-06-15,265.0864
100033,2025-06-16,265.0864
100033,2025-06-17,265.0864
100033,2025-06-18,265.0864
100033,2025-06-19,265.0864
100033,2025-06-20,265.0864
100033,2025-06-21,265.0864
100033,2025-06-22,265.0864
100033,2025-06-23,265.0864
100033,2025-06-24,265.0864
100033,2025-06-25,265.0864
100033,2025-06-26,265.0864
100033,2025-06-27,265.0864
100033,2025-06-28,265.0864
100033,2025-06-29,265.0864
100033,2025-06-30,265.0864
100033,2025-07-01,247.7107
100033,2025-07-02,232.7978
100033,2025-07-03,224.4444
100033,2025-07-04,226.3847
100033,2025-07-05,226.0817
100033,2025-07-06,226.0817
100033,2025-07-07,227.1984
100033,2025-07-08,253.1583
100033,2025-07-09,253.1583
100033,2025-07-10,261.3864
100033,2025-07-11,259.784
100033,2025-07-12,259.784
100033,2025-07-13,259.784
100033,2025-07-14,259.784
100033,2025-07-15,259.784
100033,2025-07-16,259.784
100033,2025-07-17,259.784
100033,2025-07-18,259.784
100033,2025-07-19,259.784
100033,2025-07-20,259.784
100033,2025-07-21,259.784
100033,2025-07-22,259.784
100033,2025-07-23,259.784
100033,2025-07-24,259.784
100033,2025-07-25,259.784
100033,2025-07-26,259.784
100033,2025-07-27,259.784
100033,2025-07-28,259.784
100033,2025-07-29,259.784
100033,2025-07-30,259.784
100033,2025-07-31,259.784
100033,2025-08-01,243.9059
100033,2025-08-02,243.9059
100033,2025-08-03,243.9059
100033,2025-08-04,227.1189
100033,2025-08-05,225.8991
100033,2025-08-06,225.8991
100033,2025-08-07,226.3653
100033,2025-08-08,251.9836
100033,2025-08-09,271.7808
100033,2025-08-10,263.0987
100033,2025-08-11,263.0987
100033,2025-08-12,276.7547
100033,2025-08-13,276.7547
100033,2025-08-14,276.7547
100033,2025-08-15,276.7547
100033,2025-08-16,276.7547
100033,2025-08-17,276.7547
100033,2025-08-18,276.7547
100033,2025-08-19,276.7547
100033,2025-08-20,276.7547
100033,2025-08-21,276.7547
100033,2025-08-22,276.7547
100033,2025-08-23,276.7547
100033,2025-08-24,276.7547
100033,2025-08-25,276.7547
100033,2025-08-26,276.7547
100033,2025-08-27,276.7547
100033,2025-08-28,276.7547
100033,2025-08-29,276.7547
100033,2025-08-30,276.7547
100033,2025-08-31,276.7547
100033,2025-09-01,248.2546
100033,2025-09-02,248.2546
100033,2025-09-03,248.2546
100033,2025-09-04,224.6311
100033,2025-09-05,223.0454
100033,2025-09-06,230.154
100033,2025-09-07,227.3235
100033,2025-09-08,227.3235
100033,2025-09-09,267.7707
100033,2025-09-10,259.5848
100033,2025-09-11,259.5848
100033,2025-09-12,275.8307
100033,2025-09-13,275.8307
100033,2025-09-14,275.8307
100033,2025-09-15,275.8307
100033,2025-09-16,275.8307
100033,2025-09-17,275.8307
100033,2025-09-18,275.8307
100033,2025-09-19,275.8307
100033,2025-09-20,275.8307
100033,2025-09-21,275.8307
100033,2025-09-22,275.8307
100033,2025-09-23,275.8307
100033,2025-09-24,275.8307
100033,2025-09-25,275.8307
100033,2025-09-26,275.8307
100033,2025-09-27,275.8307
100033,2025-09-28,275.8307
100033,2025-09-29,275.8307
100033,2025-09-30,275.8307
100033,2025-10-01,250.189
100033,2025-10-02,233.7815
100033,2025-10-03,218.8732
100033,2025-10-04,225.2142
100033,2025-10-05,225.2142
100033,2025-10-06,229.7612
100033,2025-10-07,228.9346
100033,2025-10-08,228.9346
100033,2025-10-09,259.9875
100033,2025-10-10,259.6687
100033,2025-10-11,257.8204
100033,2025-10-12,272.2286
100033,2025-10-13,272.2286
100033,2025-10-14,272.2286
100033,2025-10-15,272.2286
100033,2025-10-16,272.2286
100033,2025-10-17,272.2286
100033,2025-10-18,272.2286
100033,2025-10-19,272.2286
100033,2025-10-20,272.2286
100033,2025-10-21,272.2286
100033,2025-10-22,272.2286
100033,2025-10-23,272.2286
100033,2025-10-24,272.2286
100033,2025-10-25,272.2286
100033,2025-10-26,272.2286
100033,2025-10-27,272.2286
100033,2025-10-28,272.2286
100033,2025-10-29,272.2286
100033,2025-10-30,272.2286
100033,2025-10-31,272.2286
100033,2025-11-01,272.2286
100033,2025-11-02,234.3188
100033,2025-11-03,218.0498
100033,2025-11-04,224.2259
100033,2025-11-05,224.2259
100033,2025-11-06,230.4254
100033,2025-11-07,233.2195
100033,2025-11-08,257.0323
100033,2025-11-09,260.6268
100033,2025-11-10,260.6268
100033,2025-11-11,257.4283
100033,2025-11-12,268.9597
100033,2025-11-13,268.9597
100033,2025-11-14,268.9597
100033,2025-11-15,268.9597
100033,2025-11-16,268.9597
100033,2025-11-17,268.9597
100033,2025-11-18,268.9597
100033,2025-11-19,268.9597
100033,2025-11-20,268.9597
100033,2025-11-21,268.9597
100033,2025-11-22,268.9597
100033,2025-11-23,268.9597
100033,2025-11-24,268.9597
100033,2025-11-25,268.9597
100033,2025-11-26,268.9597
100033,2025-11-27,268.9597
100033,2025-11-28,268.9597
100033,2025-11-29,268.9597
100033,2025-11-30,268.9597
100033,2025-12-01,268.9597
100033,2025-12-02,233.2849
100033,2025-12-03,220.7744
100033,2025-12-04,220.7744
100033,2025-12-05,224.9199
100033,2025-12-06,231.5011
100033,2025-12-07,231.5011
100033,2025-12-08,259.9659
100033,2025-12-09,260.1357
100033,2025-12-10,260.1357
100033,2025-12-11,257.2478
100033,2025-12-12,263.7717
100033,2025-12-13,263.7717
100033,2025-12-14,263.7717
100033,2025-12-15,263.7717
100033,2025-12-16,263.7717
100033,2025-12-17,263.7717
100033,2025-12-18,263.7717
100033,2025-12-19,263.7717
100033,2025-12-20,263.7717
100033,2025-12-21,263.7717
100033,2025-12-22,263.7717
100033,2025-12-23,263.7717
100033,2025-12-24,263.7717
100033,2025-12-25,263.7717
100033,2025-12-26,263.7717
100033,2025-12-27,263.7717
100033,2025-12-28,263.7717
100033,2025-12-29,263.7717
100033,2025-12-30,263.7717
100033,2025-12-31,263.7717
100033,2026-01-01,287.5551
100033,2026-01-02,287.5551
100033,2026-01-03,287.5551
100033,2026-01-04,346.2639
100033,2026-01-05,357.0133
100033,2026-01-06,357.0133
100033,2026-01-07,357.0133
100033,2026-01-08,357.0133
100033,2026-01-09,357.0133
100033,2026-01-10,357.0133
100033,2026-01-11,357.0133
100033,2026-01-12,357.0133
100033,2026-01-13,357.0133
100033,2026-01-14,357.0133
100033,2026-01-15,357.0133
100033,2026-01-16,357.0133
100033,2026-01-17,357.0133
100033,2026-01-18,357.0133
100033,2026-01-19,357.0133
100033,2026-01-20,357.0133
100033,2026-01-21,357.0133
100033,2026-01-22,357.0133
100033,2026-01-23,357.0133
100033,2026-01-24,357.0133
100033,2026-01-25,357.0133
100033,2026-01-26,357.0133
100033,2026-01-27,357.0133
100033,2026-01-28,357.0133
100033,2026-01-29,357.0133
100033,2026-01-30,357.0133
100033,2026-01-31,357.0133
100033,2026-02-01,291.9693
100033,2026-02-02,317.9584
100033,2026-02-03,339.732
100033,2026-02-04,352.3435
100033,2026-02-05,352.3435
100033,2026-02-06,352.3435
100033,2026-02-07,352.3435
100033,2026-02-08,352.3435
100033,2026-02-09,352.3435
100033,2026-02-10,352.3435
100033,2026-02-11,352.3435
100033,2026-02-12,352.3435
100033,2026-02-13,352.3435
100033,2026-02-14,352.3435
100033,2026-02-15,352.3435
100033,2026-02-16,352.3435
100033,2026-02-17,352.3435
100033,2026-02-18,352.3435
100033,2026-02-19,352.3435
100033,2026-02-20,352.3435
100033,2026-02-21,352.3435
100033,2026-02-22,352.3435
100033,2026-02-23,352.3435
100033,2026-02-24,352.3435
100033,2026-02-25,352.3435
100033,2026-02-26,352.3435
100033,2026-02-27,352.3435
100033,2026-02-28,352.3435
100033,2026-03-01,352.3435
100033,2026-03-02,324.3751
100033,2026-03-03,339.1765
100033,2026-03-04,357.644
100033,2026-03-05,357.644
100033,2026-03-06,357.644
100033,2026-03-07,357.644
100033,2026-03-08,357.644
100033,2026-03-09,357.644
100033,2026-03-10,357.644
100033,2026-03-11,357.644
100033,2026-03-12,357.644
100033,2026-03-13,357.644
100033,2026-03-14,357.644
100033,2026-03-15,357.644
100033,2026-03-16,357.644
100033,2026-03-17,357.644
100033,2026-03-18,357.644
100033,2026-03-19,357.644
100033,2026-03-20,357.644
100033,2026-03-21,357.644
100033,2026-03-22,357.644
100033,2026-03-23,357.644
100033,2026-03-24,357.644
100033,2026-03-25,357.644
100033,2026-03-26,357.644
100033,2026-03-27,357.644
100033,2026-03-28,357.644
100033,2026-03-29,357.644
100033,2026-03-30,357.644
100033,2026-03-31,357.644
100033,2026-04-01,357.644
100033,2026-04-02,327.4395
100033,2026-04-03,343.699
100033,2026-04-04,343.699
100033,2026-04-05,356.8476
100033,2026-04-06,356.8476
100033,2026-04-07,356.8476
100033,2026-04-08,356.8476
100033,2026-04-09,356.8476
100033,2026-04-10,356.8476
100033,2026-04-11,356.8476
100033,2026-04-12,356.8476
100033,2026-04-13,356.8476
100033,2026-04-14,356.8476
100033,2026-04-15,356.8476
100033,2026-04-16,356.8476
100033,2026-04-17,356.8476
100033,2026-04-18,356.8476
100033,2026-04-19,356.8476
100033,2026-04-20,356.8476
100033,2026-04-21,356.8476
100033,2026-04-22,356.8476
100033,2026-04-23,356.8476
100033,2026-04-24,356.8476
100033,2026-04-25,356.8476
100033,2026-04-26,356.8476
100033,2026-04-27,356.8476
100033,2026-04-28,356.8476
100033,2026-04-29,356.8476
100033,2026-04-30,356.8476
100033,2026-05-01,292.7106
100033,2026-05-02,327.3345
100033,2026-05-03,341.425
100033,2026-05-04,341.425
100033,2026-05-05,355.432
100033,2026-05-06,355.432
100033,2026-05-07,355.432
100033,2026-05-08,355.432
100033,2026-05-09,355.432
100033,2026-05-10,355.432
100033,2026-05-11,355.432
100033,2026-05-12,355.432
100033,2026-05-13,355.432
100033,2026-05-14,355.432
100033,2026-05-15,355.432
100033,2026-05-16,355.432
100033,2026-05-17,355.432
100033,2026-05-18,355.432
100033,2026-05-19,355.432
100033,2026-05-20,355.432
100033,2026-05-21,355.432
100033,2026-05-22,355.432
100033,2026-05-23,355.432
100033,2026-05-24,355.432
100033,2026-05-25,355.432
100033,2026-05-26,355.432
100033,2026-05-27,355.432
100033,2026-05-28,355.432
100033,2026-05-29,355.432
100033,2026-05-30,355.432
100033,2026-05-31,355.432
100033,2026-06-01,288.5141
100033,2026-06-02,332.9999
100033,2026-06-03,344.9274
100033,2026-06-04,355.5734
100033,2026-06-05,354.7535
100033,2026-06-06,354.7535
100033,2026-06-07,354.7535
100033,2026-06-08,354.7535
100033,2026-06-09,354.7535
100033,2026-06-10,354.7535
100033,2026-06-11,354.7535
100033,2026-06-12,354.7535
100033,2026-06-13,354.7535
100033,2026-06-14,354.7535
100033,2026-06-15,354.7535
100033,2026-06-16,354.7535
100033,2026-06-17,354.7535
100033,2026-06-18,354.7535
100033,2026-06-19,354.7535
100033,2026-06-20,354.7535
100033,2026-06-21,354.7535
100033,2026-06-22,354.7535
100033,2026-06-23,354.7535
100033,2026-06-24,354.7535
100033,2026-06-25,354.7535
100033,2026-06-26,354.7535
100033,2026-06-27,354.7535
100033,2026-06-28,354.7535
100033,2026-06-29,354.7535
100033,2026-06-30,354.7535
100033,2026-07-01,284.4913
100033,2026-07-02,284.4913
100033,2026-07-03,284.4913
100033,2026-07-04,355.3792
100033,2026-07-05,356.4147
100033,2026-07-06,356.4147
100033,2026-07-07,356.4147
100033,2026-07-08,356.4147
100033,2026-07-09,356.4147
100033,2026-07-10,356.4147
100033,2026-07-11,356.4147
100033,2026-07-12,356.4147
100033,2026-07-13,356.4147
100033,2026-07-14,356.4147
100033,2026-07-15,356.4147
100033,2026-07-16,356.4147
100033,2026-07-17,356.4147
100033,2026-07-18,356.4147
100033,2026-07-19,356.4147
100033,2026-07-20,356.4147
100033,2026-07-21,356.4147
100033,2026-07-22,356.4147
100033,2026-07-23,356.4147
100033,2026-07-24,356.4147
100033,2026-07-25,356.4147
100033,2026-07-26,356.4147
100033,2026-07-27,356.4147
100033,2026-07-28,356.4147
100033,2026-07-29,356.4147
100033,2026-07-30,356.4147
100033,2026-07-31,356.4147
100033,2026-08-01,285.0489
100033,2026-08-02,285.0489
100033,2026-08-03,285.0489
100033,2026-08-04,358.4867
100033,2026-08-05,355.9252
100033,2026-08-06,355.9252
100033,2026-08-07,355.9252
100033,2026-08-08,355.9252
100033,2026-08-09,355.9252
100033,2026-08-10,355.9252
100033,2026-08-11,355.9252
100033,2026-08-12,355.9252
100033,2026-08-13,355.9252
100033,2026-08-14,355.9252
100033,2026-08-15,355.9252
100033,2026-08-16,355.9252
100033,2026-08-17,355.9252
100033,2026-08-18,355.9252
100033,2026-08-19,355.9252
100033,2026-08-20,355.9252
100033,2026-08-21,355.9252
100033,2026-08-22,355.9252
100033,2026-08-23,355.9252
100033,2026-08-24,355.9252
100033,2026-08-25,355.9252
100033,2026-08-26,355.9252
100033,2026-08-27,355.9252
100033,2026-08-28,355.9252
100033,2026-08-29,355.9252
100033,2026-08-30,355.9252
100033,2026-08-31,355.9252
100033,2026-09-01,283.5398
100033,2026-09-02,324.596
100033,2026-09-03,345.1535
100033,2026-09-04,363.3435
100033,2026-09-05,363.3435
100033,2026-09-06,363.3435
100033,2026-09-07,363.3435
100033,2026-09-08,363.3435
100033,2026-09-09,363.3435
100033,2026-09-10,363.3435
100033,2026-09-11,363.3435
100033,2026-09-12,363.3435
100033,2026-09-13,363.3435
100033,2026-09-14,363.3435
100033,2026-09-15,363.3435
100033,2026-09-16,363.3435
100033,2026-09-17,363.3435
100033,2026-09-18,363.3435
100033,2026-09-19,363.3435
100033,2026-09-20,363.3435
100033,2026-09-21,363.3435
100033,2026-09-22,363.3435
100033,2026-09-23,363.3435
100033,2026-09-24,363.3435
100033,2026-09-25,363.3435
100033,2026-09-26,363.3435
100033,2026-09-27,363.3435
100033,2026-09-28,363.3435
100033,2026-09-29,363.3435
100033,2026-09-30,363.3435
100033,2026-10-01,363.3435
100033,2026-10-02,319.3327
100033,2026-10-03,344.6548
100033,2026-10-04,367.6979
100033,2026-10-05,367.6979
100033,2026-10-06,367.6979
100033,2026-10-07,367.6979
100033,2026-10-08,367.6979
100033,2026-10-09,367.6979
100033,2026-10-10,367.6979
100033,2026-10-11,367.6979
100033,2026-10-12,367.6979
100033,2026-10-13,367.6979
100033,2026-10-14,367.6979
100033,2026-10-15,367.6979
100033,2026-10-16,367.6979
100033,2026-10-17,367.6979
100033,2026-10-18,367.6979
100033,2026-10-19,367.6979
100033,2026-10-20,367.6979
100033,2026-10-21,367.6979
100033,2026-10-22,367.6979
100033,2026-10-23,367.6979
100033,2026-10-24,367.6979
100033,2026-10-25,367.6979
100033,2026-10-26,367.6979
100033,2026-10-27,367.6979
100033,2026-10-28,367.6979
100033,2026-10-29,367.6979
100033,2026-10-30,367.6979
100033,2026-10-31,367.6979
100033,2026-11-01,367.6979
100033,2026-11-02,322.1658
100033,2026-11-03,345.9163
100033,2026-11-04,345.9163
100033,2026-11-05,355.8837
100033,2026-11-06,355.8837
100033,2026-11-07,355.8837
100033,2026-11-08,355.8837
100033,2026-11-09,355.8837
100033,2026-11-10,355.8837
100033,2026-11-11,355.8837
100033,2026-11-12,355.8837
100033,2026-11-13,355.8837
100033,2026-11-14,355.8837
100033,2026-11-15,355.8837
100033,2026-11-16,355.8837
100033,2026-11-17,355.8837
100033,2026-11-18,355.8837
100033,2026-11-19,355.8837
100033,2026-11-20,355.8837
100033,2026-11-21,355.8837
100033,2026-11-22,355.8837
100033,2026-11-23,355.8837
100033,2026-11-24,355.8837
100033,2026-11-25,355.8837
100033,2026-11-26,355.8837
100033,2026-11-27,355.8837
100033,2026-11-28,355.8837
100033,2026-11-29,355.8837
100033,2026-11-30,355.8837
100033,2026-12-01,282.5751
100033,2026-12-02,322.4377
100033,2026-12-03,344.5329
100033,2026-12-04,344.5329
100033,2026-12-05,348.9125
101206,2022-01-02,310.797
101206,2022-01-03,311.0737
101206,2022-01-04,305.8097
101206,2022-01-05,305.8097
101206,2022-01-06,306.2298
101206,2022-01-07,317.8039
101206,2022-01-08,335.3841
101206,2022-01-09,333.1313
101206,2022-01-10,333.1313
101206,2022-01-11,321.8589
101206,2022-01-12,342.7354
101206,2022-01-13,342.7354
101206,2022-01-14,342.7354
101206,2022-01-15,342.7354
101206,2022-01-16,342.7354
101206,2022-01-17,342.7354
101206,2022-01-18,342.7354
101206,2022-01-19,342.7354
101206,2022-01-20,342.7354
101206,2022-01-21,342.7354
101206,2022-01-22,342.7354
101206,2022-01-23,342.7354
101206,2022-01-24,342.7354
101206,2022-01-25,342.7354
101206,2022-01-26,342.7354
101206,2022-01-27,342.7354
101206,2022-01-28,342.7354
101206,2022-01-29,342.7354
101206,2022-01-30,342.7354
101206,2022-01-31,342.7354
101206,2022-02-01,342.7354
101206,2022-02-02,307.3127
101206,2022-02-03,306.6204
101206,2022-02-04,306.6204
101206,2022-02-05,312.7446
101206,2022-02-06,308.4807
101206,2022-02-07,308.4807
101206,2022-02-08,336.8675
101206,2022-02-09,329.0057
101206,2022-02-10,329.0057
101206,2022-02-11,322.7871
101206,2022-02-12,342.9985
101206,2022-02-13,342.9985
101206,2022-02-14,342.9985
101206,2022-02-15,342.9985
101206,2022-02-16,342.9985
101206,2022-02-17,342.9985
101206,2022-02-18,342.9985
101206,2022-02-19,342.9985
101206,2022-02-20,342.9985
101206,2022-02-21,342.9985
101206,2022-02-22,342.9985
101206,2022-02-23,342.9985
101206,2022-02-24,342.9985
101206,2022-02-25,342.9985
101206,2022-02-26,342.9985
101206,2022-02-27,342.9985
101206,2022-02-28,342.9985
101206,2022-03-01,305.0996
101206,2022-03-02,306.0803
101206,2022-03-03,305.6811
101206,2022-03-04,305.6811
101206,2022-03-05,309.1145
101206,2022-03-06,311.5746
101206,2022-03-07,311.5746
101206,2022-03-08,331.5515
101206,2022-03-09,331.5515
101206,2022-03-10,304.0697
101206,2022-03-11,320.168
101206,2022-03-12,320.168
101206,2022-03-13,320.168
101206,2022-03-14,320.168
101206,2022-03-15,320.168
101206,2022-03-16,320.168
101206,2022-03-17,320.168
101206,2022-03-18,320.168
101206,2022-03-19,320.168
101206,2022-03-20,320.168
101206,2022-03-21,320.168
101206,2022-03-22,320.168
101206,2022-03-23,320.168
101206,2022-03-24,320.168
101206,2022-03-25,320.168
101206,2022-03-26,320.168
101206,2022-03-27,320.168
101206,2022-03-28,320.168
101206,2022-03-29,320.168
101206,2022-03-30,320.168
101206,2022-03-31,320.168
101206,2022-04-01,305.4514
101206,2022-04-02,310.3531
101206,2022-04-03,306.8083
101206,2022-04-04,308.1115
101206,2022-04-05,308.9066
101206,2022-04-06,308.9066
101206,2022-04-07,320.1742
101206,2022-04-08,335.1792
101206,2022-04-09,335.1792
101206,2022-04-10,307.7078
101206,2022-04-11,323.2193
101206,2022-04-12,323.2193
101206,2022-04-13,323.2193
101206,2022-04-14,323.2193
101206,2022-04-15,323.2193
101206,2022-04-16,323.2193
101206,2022-04-17,323.2193
101206,2022-04-18,323.2193
101206,2022-04-19,323.2193
101206,2022-04-20,323.2193
101206,2022-04-21,323.2193
101206,2022-04-22,323.2193
101206,2022-04-23,323.2193
101206,2022-04-24,323.2193
101206,2022-04-25,323.2193
101206,2022-04-26,323.2193
101206,2022-04-27,323.2193
101206,2022-04-28,323.2193
101206,2022-04-29,323.2193
101206,2022-04-30,323.2193
101206,2022-05-01,306.6324
101206,2022-05-02,306.6324
101206,2022-05-03,306.6324
101206,2022-05-04,306.2861
101206,2022-05-05,312.2491
101206,2022-05-06,312.2491
101206,2022-05-07,318.1481
101206,2022-05-08,334.2091
101206,2022-05-09,326.7412
101206,2022-05-10,311.4147
101206,2022-05-11,311.4147
101206,2022-05-12,343.2029
101206,2022-05-13,343.2029
101206,2022-05-14,343.2029
101206,2022-05-15,343.2029
101206,2022-05-16,343.2029
101206,2022-05-17,343.2029
101206,2022-05-18,343.2029
101206,2022-05-19,343.2029
101206,2022-05-20,343.2029
101206,2022-05-21,343.2029
101206,2022-05-22,343.2029
101206,2022-05-23,343.2029
101206,2022-05-24,343.2029
101206,2022-05-25,343.2029
101206,2022-05-26,343.2029
101206,2022-05-27,343.2029
101206,2022-05-28,343.2029
101206,2022-05-29,343.2029
101206,2022-05-30,343.2029
101206,2022-05-31,343.2029
101206,2022-06-01,305.98
101206,2022-06-02,305.98
101206,2022-06-03,305.98
101206,2022-06-04,303.4293
101206,2022-06-05,312.7434
101206,2022-06-06,313.5777
101206,2022-06-07,317.5828
101206,2022-06-08,317.5828
101206,2022-06-09,326.2967
101206,2022-06-10,308.0241
101206,2022-06-11,308.0241
101206,2022-06-12,341.5724
101206,2022-06-13,341.5724
101206,2022-06-14,341.5724
101206,2022-06-15,341.5724
101206,2022-06-16,341.5724
101206,2022-06-17,341.5724
101206,2022-06-18,341.5724
101206,2022-06-19,341.5724
101206,2022-06-20,341.5724
101206,2022-06-21,341.5724
101206,2022-06-22,341.5724
101206,2022-06-23,341.5724
101206,2022-06-24,341.5724
101206,2022-06-25,341.5724
101206,2022-06-26,341.5724
101206,2022-06-27,341.5724
101206,2022-06-28,341.5724
101206,2022-06-29,341.5724
101206,2022-06-30,341.5724
101206,2022-07-01,304.048
101206,2022-07-02,310.4273
101206,2022-07-03,304.843
101206,2022-07-04,300.9607
101206,2022-07-05,300.9607
101206,2022-07-06,319.4995
101206,2022-07-07,321.2275
101206,2022-07-08,321.2275
101206,2022-07-09,325.4097
101206,2022-07-10,306.7062
101206,2022-07-11,325.4627
101206,2022-07-12,341.5635
101206,2022-07-13,341.5635
101206,2022-07-14,341.5635
101206,2022-07-15,341.5635
101206,2022-07-16,341.5635
101206,2022-07-17,341.5635
101206,2022-07-18,341.5635
101206,2022-07-19,341.5635
101206,2022-07-20,341.5635
101206,2022-07-21,341.5635
101206,2022-07-22,341.5635
101206,2022-07-23,341.5635
101206,2022-07-24,341.5635
101206,2022-07-25,341.5635
101206,2022-07-26,341.5635
101206,2022-07-27,341.5635
101206,2022-07-28,341.5635
101206,2022-07-29,341.5635
101206,2022-07-30,341.5635
101206,2022-07-31,341.5635
