investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003141,,149322,,2559,Maharashtra,Pune,T30,36-45,Female,40.1,UPI,Verified
INV003140,,120842,,297851,West Bengal,Kolkata,T30,26-35,Male,16.9,UPI,Verified
INV002502,,120504,,338682,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Net Banking,Verified
INV004891,,149324,,28460,Telangana,Hyderabad,T30,46-55,Female,83.5,Net Banking,Verified
INV003040,,119552,,2433,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified
INV003100,,120504,,1114,Telangana,Hyderabad,T30,26-35,Male,16.5,Cheque,Verified
INV004700,,119094,,99939,Gujarat,Ahmedabad,T30,26-35,Male,15.9,Mandate,Verified
INV000630,,119598,,13181,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,UPI,Verified
INV000972,,118632,,325380,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,Verified
INV002199,,100025,,460485,Gujarat,Ahmedabad,T30,26-35,Male,18.6,Cheque,Verified
INV003260,,119551,,17681,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Verified
INV000095,,120505,,400863,West Bengal,Kolkata,T30,18-25,Male,6.5,Cheque,Verified
INV000547,,118636,,194759,West Bengal,Kolkata,T30,26-35,Male,16.6,Net Banking,Verified
INV000146,,118635,,278960,Delhi,Gurugram,T30,26-35,Male,14.1,Mandate,Pending
INV002036,,119094,,132055,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Mandate,Verified
INV002116,,100033,,306528,Karnataka,Bangalore,T30,18-25,Male,3.8,Mandate,Verified
INV002464,,119094,,3593,Karnataka,Bangalore,T30,26-35,Female,22.9,Cheque,Pending
INV004437,,125498,,529497,Telangana,Hyderabad,T30,26-35,Male,13.7,Net Banking,Verified
INV002023,,125497,,321330,Madhya Pradesh,Indore,T30,36-45,Female,50.5,UPI,Verified
INV002532,,119094,,245606,Telangana,Hyderabad,T30,56+,Female,11.7,UPI,Verified
INV001006,,149324,,15642,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Mandate,Verified
INV000223,,120503,,133657,West Bengal,Kolkata,T30,26-35,Male,6.3,Cheque,Verified
INV004134,,149322,,939,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified
INV002648,,149322,,9506,Punjab,Chandigarh,T30,36-45,Male,57.1,UPI,Verified
INV003659,,119092,,494816,Madhya Pradesh,Bhopal,B30,56+,Male,27.4,UPI,Pending
INV001553,,120504,,55845,Delhi,Noida,T30,26-35,Male,23.5,Mandate,Verified
INV000214,,101208,,13901,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Net Banking,Pending
INV001504,,149322,,3380,Haryana,Faridabad,B30,36-45,Male,25.5,UPI,Verified
INV001680,,100025,,128250,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Mandate,Verified
INV001428,,120841,,48591,Delhi,New Delhi,T30,26-35,Male,17.8,Cheque,Verified
INV004916,,120506,,345338,Haryana,Faridabad,B30,26-35,Male,12.5,Mandate,Verified
INV002762,,118636,,94174,Rajasthan,Udaipur,B30,26-35,Female,21.9,UPI,Verified
INV002748,,149323,,377762,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,Verified
INV003645,,119599,,442779,Punjab,Amritsar,B30,26-35,Male,13.4,UPI,Verified
INV002375,,118633,,2323,Haryana,Gurugram,T30,46-55,Male,64.0,UPI,Verified
INV001778,,148568,,421,Maharashtra,Mumbai,T30,26-35,Male,9.7,Cheque,Verified
INV000202,,149322,,1904,Haryana,Gurugram,T30,18-25,Male,4.1,UPI,Pending
INV002166,,119598,,46396,Haryana,Gurugram,T30,36-45,Male,33.3,Mandate,Verified
INV000201,,148568,,515,Madhya Pradesh,Indore,T30,46-55,Male,87.0,Mandate,Verified
INV001017,,101206,,2274,West Bengal,Kolkata,T30,26-35,Female,19.0,UPI,Verified
INV004592,,120842,,8122,Maharashtra,Pune,T30,36-45,Male,56.6,UPI,Verified
INV002757,,120507,,8493,Madhya Pradesh,Indore,T30,18-25,Male,5.0,UPI,Verified
INV001210,,101207,,8092,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified
INV003332,,149322,,500,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Cheque,Verified
INV002327,,119094,,1196,Punjab,Amritsar,B30,26-35,Male,7.0,Mandate,Verified
INV001695,,119599,,341730,Punjab,Amritsar,B30,36-45,Male,24.0,Net Banking,Pending
INV001768,,120503,,1107,Madhya Pradesh,Bhopal,B30,26-35,Female,14.1,Net Banking,Pending
INV000769,,119095,,11995,West Bengal,Kolkata,T30,36-45,Male,41.1,Cheque,Verified
INV004786,,119551,,2353,Rajasthan,Udaipur,B30,26-35,Male,10.3,Cheque,Verified
INV001226,,119092,,583387,West Bengal,Kolkata,T30,26-35,Female,20.4,Net Banking,Verified
INV000283,,100016,,2773,West Bengal,Kolkata,T30,46-55,Male,18.1,Mandate,Verified
INV000661,,125497,,14266,Haryana,Faridabad,B30,36-45,Male,46.8,UPI,Pending
INV001708,,149323,,415323,Haryana,Faridabad,B30,18-25,Male,7.7,Mandate,Verified
INV001034,,125498,,1164,Maharashtra,Pune,T30,26-35,Male,20.4,Net Banking,Verified
INV003022,,100033,,42099,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,Verified
INV002720,,100033,,1102,Karnataka,Bangalore,T30,26-35,Male,19.2,Net Banking,Verified
INV003825,,120507,,11869,Telangana,Hyderabad,T30,56+,Male,69.6,Mandate,Verified
INV003775,,118632,,123055,Maharashtra,Mumbai,T30,56+,Male,12.8,Mandate,Verified
INV002476,,120505,,27776,Telangana,Hyderabad,T30,36-45,Female,58.6,Cheque,Verified
INV000299,,120503,,6326,Delhi,Noida,T30,26-35,Male,24.4,Cheque,Verified
INV002468,,119598,,1158,West Bengal,Kolkata,T30,46-55,Male,48.8,Net Banking,Verified
INV001423,,120841,,307541,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Mandate,Verified
INV004930,,120842,,547,West Bengal,Kolkata,T30,26-35,Male,15.5,Net Banking,Verified
INV001548,,102886,,370091,Delhi,New Delhi,T30,26-35,Male,24.8,Cheque,Verified
INV000778,,102887,,3432,Haryana,Faridabad,B30,26-35,Male,16.9,Net Banking,Verified
INV002243,,125497,,2405,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,UPI,Verified
INV002540,,149324,,504,Uttar Pradesh,Agra,B30,26-35,Male,10.8,Cheque,Verified
INV001461,,102887,,2167,Telangana,Hyderabad,T30,26-35,Female,13.5,Net Banking,Verified
INV000822,,120841,,12551,Punjab,Amritsar,B30,26-35,Male,9.2,Mandate,Verified
INV001588,,118636,,2330,Karnataka,Bangalore,T30,56+,Male,75.2,UPI,Verified
INV004221,,118633,,2398,Uttar Pradesh,Agra,B30,36-45,Female,59.4,Mandate,Pending
INV004476,,149324,,114548,Gujarat,Surat,T30,26-35,Male,9.3,Net Banking,Verified
INV002217,,102886,,1049,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,UPI,Verified
INV001329,,120505,,3293,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,Verified
INV004957,,101207,,1812,Delhi,New Delhi,T30,36-45,Male,51.2,Cheque,Verified
INV003806,,120841,,15287,Karnataka,Bangalore,T30,26-35,Male,14.7,Mandate,Verified
INV002258,,118632,,317163,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Net Banking,Verified
INV002928,,120841,,204140,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Cheque,Verified
INV001857,,119120,,148663,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Mandate,Verified
INV003601,,120841,,404657,Haryana,Faridabad,B30,26-35,Female,17.0,Mandate,Verified
INV001304,,120506,,2164,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Mandate,Verified
INV000666,,101206,,556,Maharashtra,Mumbai,T30,36-45,Male,49.7,Cheque,Pending
INV002153,,119551,,3391,Maharashtra,Nashik,B30,18-25,Female,3.5,Net Banking,Pending
INV003144,,101207,,2481,Haryana,Gurugram,T30,36-45,Female,38.0,UPI,Verified
INV000085,,120506,,568417,Gujarat,Surat,T30,26-35,Female,14.6,Cheque,Verified
INV000081,,119552,,2662,Gujarat,Surat,T30,36-45,Male,31.0,Net Banking,Verified
INV000625,,120844,,10742,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV004822,,102886,,2244,Rajasthan,Udaipur,B30,26-35,Male,14.8,UPI,Verified
INV003846,,120841,,1610,Uttar Pradesh,Agra,B30,46-55,Female,44.2,UPI,Verified
INV000680,,118635,,322985,Tamil Nadu,Chennai,T30,18-25,Female,4.1,Net Banking,Verified
INV000979,,125498,,398144,Karnataka,Bangalore,T30,26-35,Male,24.7,UPI,Verified
INV003139,,119120,,480,Karnataka,Mysore,B30,36-45,Male,39.4,Mandate,Verified
INV000681,,119551,,538,Delhi,New Delhi,T30,26-35,Male,23.4,Cheque,Verified
INV002361,,119095,,316237,Gujarat,Surat,T30,36-45,Male,59.3,Mandate,Pending
INV000460,,149322,,14292,Delhi,Noida,T30,36-45,Male,47.1,Mandate,Verified
INV001875,,119095,,426344,Karnataka,Mysore,B30,56+,Female,64.4,UPI,Verified
INV002000,,125498,,14792,Rajasthan,Jaipur,T30,36-45,Female,57.6,Cheque,Verified
INV000222,,120504,,152046,Maharashtra,Mumbai,T30,36-45,Male,46.7,Cheque,Pending
INV003986,,119094,,424741,Telangana,Hyderabad,T30,36-45,Male,44.2,Net Banking,Verified
INV003626,,102885,,176153,Madhya Pradesh,Indore,T30,26-35,Male,23.5,UPI,Verified
INV003671,,100016,,412976,Haryana,Gurugram,T30,36-45,Female,22.9,UPI,Verified
INV000778,,120504,,283479,Haryana,Faridabad,B30,26-35,Male,16.9,Cheque,Verified
INV002445,,102885,,8052,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,Verified
INV004362,,102885,,252953,West Bengal,Kolkata,T30,26-35,Female,12.1,UPI,Verified
INV000418,,149322,,17035,Rajasthan,Jaipur,T30,26-35,Female,13.6,Net Banking,Verified
INV000609,,102885,,345771,Tamil Nadu,Coimbatore,B30,18-25,Male,3.9,UPI,Verified
INV002661,,100016,,497,West Bengal,Kolkata,T30,36-45,Male,21.6,Cheque,Verified
INV003594,,149324,,25268,Madhya Pradesh,Indore,T30,18-25,Male,5.8,Cheque,Verified
INV000497,,120504,,470,Madhya Pradesh,Bhopal,B30,36-45,Male,45.7,Mandate,Verified
INV003182,,118632,,1055,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Cheque,Verified
INV000826,,119551,,17874,Madhya Pradesh,Bhopal,B30,36-45,Female,44.3,UPI,Verified
INV002809,,100016,,8050,Uttar Pradesh,Agra,B30,36-45,Male,48.6,UPI,Pending
INV001226,,120841,,73452,West Bengal,Kolkata,T30,26-35,Female,20.4,Net Banking,Verified
INV000864,,119094,,49204,Tamil Nadu,Chennai,T30,26-35,Female,24.9,UPI,Verified
INV004133,,119094,,13810,Maharashtra,Nashik,B30,36-45,Male,41.6,Mandate,Verified
INV003548,,120844,,5849,Karnataka,Bangalore,T30,26-35,Male,23.3,Mandate,Verified
INV002964,,118636,,2395,Rajasthan,Udaipur,B30,46-55,Male,84.1,Cheque,Verified
INV003603,,118635,,1163,Madhya Pradesh,Indore,T30,36-45,Male,52.4,Cheque,Verified
INV001790,,119599,,433,Punjab,Chandigarh,T30,46-55,Male,15.8,Net Banking,Verified
INV004267,,120841,,281733,Gujarat,Surat,T30,46-55,Male,99.7,Mandate,Verified
INV004347,,120842,,15949,West Bengal,Kolkata,T30,36-45,Male,20.5,Cheque,Verified
INV004954,,119598,,10851,Haryana,Faridabad,B30,26-35,Female,6.6,Mandate,Verified
INV004779,,125498,,34399,West Bengal,Kolkata,T30,36-45,Female,41.0,Cheque,Verified
INV003789,,125497,,1608,Rajasthan,Udaipur,B30,36-45,Male,29.9,UPI,Verified
INV002631,,118634,,64210,Uttar Pradesh,Kanpur,B30,46-55,Female,93.8,Cheque,Pending
INV004682,,119551,,13684,Telangana,Hyderabad,T30,26-35,Female,8.7,UPI,Verified
INV001225,,149323,,104881,Karnataka,Mysore,B30,26-35,Male,16.5,Cheque,Verified
INV003722,,102886,,383848,Maharashtra,Nashik,B30,36-45,Female,50.8,Mandate,Verified
INV004633,,119551,,358459,Telangana,Hyderabad,T30,18-25,Female,4.9,Cheque,Verified
INV002040,,119093,,428259,Karnataka,Mysore,B30,36-45,Female,49.1,UPI,Verified
INV002735,,120505,,4932,Tamil Nadu,Coimbatore,B30,18-25,Female,7.6,UPI,Verified
INV001514,,119093,,179209,Delhi,Gurugram,T30,46-55,Male,75.8,Mandate,Verified
INV000793,,102887,,457,West Bengal,Kolkata,T30,26-35,Female,8.4,Mandate,Verified
INV000718,,120507,,349676,Delhi,Gurugram,T30,26-35,Male,10.8,Mandate,Verified
INV003157,,119120,,7101,Maharashtra,Pune,T30,36-45,Male,44.7,UPI,Verified
INV002037,,102887,,176838,Delhi,New Delhi,T30,56+,Male,22.0,Mandate,Verified
INV004971,,101206,,80613,Telangana,Hyderabad,T30,26-35,Male,21.3,UPI,Verified
INV002003,,118632,,141036,Delhi,New Delhi,T30,26-35,Female,20.1,UPI,Verified
INV000192,,118634,,2432,Haryana,Faridabad,B30,26-35,Male,24.4,Mandate,Verified
INV002566,,119551,,1021,Uttar Pradesh,Kanpur,B30,26-35,Female,23.0,Mandate,Verified
INV002656,,118635,,21543,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Net Banking,Verified
INV004866,,101206,,236440,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,UPI,Verified
INV000495,,118635,,27404,Gujarat,Surat,T30,26-35,Female,7.6,Mandate,Verified
INV003194,,119092,,25560,Haryana,Faridabad,B30,26-35,Female,19.5,Mandate,Verified
INV004574,,148569,,17331,Maharashtra,Mumbai,T30,36-45,Male,54.3,Mandate,Verified
INV001564,,102887,,2076,Haryana,Faridabad,B30,46-55,Male,43.2,Cheque,Verified
INV001164,,149323,,291706,Punjab,Chandigarh,T30,36-45,Male,54.4,Mandate,Pending
INV001856,,118632,,10395,Delhi,New Delhi,T30,36-45,Female,43.5,Net Banking,Verified
INV003589,,100033,,136767,Maharashtra,Nashik,B30,26-35,Female,11.4,Mandate,Verified
INV003832,,125498,,62065,Karnataka,Mysore,B30,46-55,Male,34.4,Mandate,Verified
INV000532,,148567,,173452,Madhya Pradesh,Bhopal,B30,26-35,Male,9.0,Mandate,Verified
INV002429,,101206,,828,Rajasthan,Udaipur,B30,26-35,Male,11.2,Net Banking,Verified
INV002627,,119551,,7864,West Bengal,Kolkata,T30,26-35,Male,19.0,UPI,Verified
INV000989,,119551,,7835,Gujarat,Surat,T30,36-45,Male,16.1,Mandate,Verified
INV003771,,100016,,2511,Telangana,Hyderabad,T30,46-55,Male,47.6,UPI,Pending
INV004128,,118633,,324099,Haryana,Faridabad,B30,18-25,Male,3.3,Mandate,Verified
INV000252,,120842,,49161,Gujarat,Surat,T30,46-55,Female,24.4,Mandate,Verified
INV004257,,125498,,257046,Telangana,Hyderabad,T30,36-45,Male,22.0,UPI,Verified
INV003741,,120503,,476194,Madhya Pradesh,Bhopal,B30,36-45,Male,30.3,Net Banking,Verified
INV003635,,119094,,1051,West Bengal,Kolkata,T30,56+,Female,55.1,Net Banking,Verified
INV000648,,149323,,2070,Uttar Pradesh,Kanpur,B30,18-25,Female,5.8,Cheque,Verified
INV002357,,119598,,6764,Delhi,Gurugram,T30,26-35,Male,7.8,Cheque,Verified
INV002262,,120841,,3328,Rajasthan,Udaipur,B30,26-35,Male,8.2,Cheque,Verified
INV000139,,101206,,6583,Punjab,Chandigarh,T30,18-25,Female,7.6,UPI,Pending
INV001845,,125498,,12343,Uttar Pradesh,Agra,B30,26-35,Female,14.8,UPI,Verified
INV004980,,119094,,196893,Punjab,Amritsar,B30,36-45,Female,36.6,Net Banking,Pending
INV001123,,149322,,52803,Uttar Pradesh,Lucknow,T30,26-35,Male,23.9,UPI,Verified
INV004206,,125498,,249193,Maharashtra,Pune,T30,26-35,Female,20.9,UPI,Pending
INV004091,,120842,,1654,Tamil Nadu,Chennai,T30,26-35,Male,7.2,UPI,Verified
INV003389,,118635,,78476,Telangana,Hyderabad,T30,26-35,Male,22.3,Cheque,Verified
INV004091,,119092,,2198,Tamil Nadu,Chennai,T30,26-35,Male,7.2,Net Banking,Verified
INV004264,,120842,,497710,Gujarat,Ahmedabad,T30,36-45,Female,45.2,Net Banking,Verified
INV003405,,149322,,511756,Rajasthan,Jaipur,T30,26-35,Male,11.5,Mandate,Verified
INV004607,,148569,,2369,Telangana,Hyderabad,T30,26-35,Female,7.0,Cheque,Verified
INV004541,,120505,,2645,Madhya Pradesh,Indore,T30,26-35,Female,9.6,Net Banking,Verified
INV001221,,101207,,488421,Delhi,New Delhi,T30,26-35,Female,22.4,UPI,Verified
INV004621,,148568,,7874,Punjab,Amritsar,B30,36-45,Female,16.9,UPI,Verified
INV001442,,100033,,427,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,UPI,Verified
INV000536,,149323,,11715,Delhi,New Delhi,T30,36-45,Female,29.6,Cheque,Verified
INV004256,,149324,,6967,Karnataka,Mysore,B30,26-35,Male,22.3,Net Banking,Verified
INV002583,,100025,,2355,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Net Banking,Verified
INV003475,,118632,,8404,Telangana,Hyderabad,T30,26-35,Male,20.7,Cheque,Verified
INV001257,,119095,,6056,Punjab,Chandigarh,T30,26-35,Female,6.3,UPI,Verified
INV002302,,120841,,342425,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Pending
INV004392,,120507,,418784,West Bengal,Kolkata,T30,18-25,Male,6.7,Net Banking,Verified
INV003050,,119092,,487676,Maharashtra,Mumbai,T30,18-25,Male,7.2,Cheque,Verified
INV003244,,148567,,8011,Telangana,Hyderabad,T30,26-35,Female,21.1,Cheque,Verified
INV002350,,120506,,532670,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Cheque,Verified
INV002772,,119599,,142403,Haryana,Faridabad,B30,26-35,Male,14.7,Mandate,Verified
INV004163,,119094,,16925,Uttar Pradesh,Agra,B30,46-55,Male,96.4,Cheque,Verified
INV001077,,119093,,243925,Uttar Pradesh,Lucknow,T30,26-35,Male,6.4,Mandate,Verified
INV003082,,100033,,12935,Telangana,Hyderabad,T30,26-35,Male,18.7,Net Banking,Verified
INV003677,,118634,,270055,Gujarat,Ahmedabad,T30,36-45,Female,23.8,Cheque,Verified
INV001402,,102887,,201563,Tamil Nadu,Chennai,T30,26-35,Male,15.2,Mandate,Pending
INV002277,,119092,,590,Haryana,Gurugram,T30,26-35,Female,10.3,Cheque,Verified
INV004463,,120844,,249638,Karnataka,Bangalore,T30,26-35,Female,16.1,Cheque,Verified
INV001073,,100016,,1636,West Bengal,Kolkata,T30,36-45,Female,25.1,Cheque,Verified
INV000072,,118636,,870,Gujarat,Ahmedabad,T30,18-25,Female,6.4,Mandate,Verified
INV003524,,120842,,3173,Telangana,Hyderabad,T30,36-45,Male,12.5,UPI,Verified
INV001046,,119551,,378428,Delhi,Noida,T30,26-35,Male,14.9,Cheque,Pending
INV004447,,120504,,2090,West Bengal,Kolkata,T30,36-45,Female,53.4,Cheque,Verified
INV001715,,120507,,563,Gujarat,Surat,T30,18-25,Male,7.7,Net Banking,Verified
INV003780,,149324,,5346,Haryana,Faridabad,B30,26-35,Male,10.1,Net Banking,Verified
INV001073,,120506,,804,West Bengal,Kolkata,T30,36-45,Female,25.1,UPI,Verified
INV000556,,119093,,56730,Rajasthan,Udaipur,B30,18-25,Male,7.2,UPI,Pending
INV001092,,149322,,5805,Haryana,Gurugram,T30,26-35,Male,14.9,Cheque,Verified
INV001342,,148567,,88622,West Bengal,Kolkata,T30,26-35,Female,15.5,Net Banking,Verified
INV001638,,118634,,3494,West Bengal,Kolkata,T30,36-45,Female,15.8,Cheque,Pending
INV001635,,120842,,120684,Tamil Nadu,Chennai,T30,26-35,Male,18.6,Cheque,Verified
INV002098,,120841,,54380,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Net Banking,Verified
INV001093,,101208,,496499,West Bengal,Kolkata,T30,46-55,Female,65.2,Cheque,Verified
INV004579,,101207,,863,Rajasthan,Jaipur,T30,26-35,Male,18.7,Mandate,Verified
INV003901,,118634,,3014,Delhi,Gurugram,T30,46-55,Male,45.4,Mandate,Verified
INV001077,,119093,,25670,Uttar Pradesh,Lucknow,T30,26-35,Male,6.4,UPI,Verified
INV004534,,120503,,116921,Maharashtra,Nashik,B30,26-35,Male,8.8,Cheque,Verified
INV004449,,101206,,5553,Maharashtra,Pune,T30,36-45,Male,16.6,UPI,Verified
INV002699,,119552,,13035,Gujarat,Surat,T30,18-25,Female,6.1,Net Banking,Verified
INV002381,,101207,,13184,Karnataka,Mysore,B30,36-45,Male,23.1,Cheque,Verified
INV001740,,119094,,8616,Uttar Pradesh,Kanpur,B30,36-45,Female,53.9,Net Banking,Verified
INV004911,,120507,,168290,West Bengal,Kolkata,T30,26-35,Female,9.4,Net Banking,Verified
INV002018,,125498,,4809,Uttar Pradesh,Agra,B30,26-35,Female,18.0,Cheque,Verified
INV003762,,148569,,33274,Telangana,Hyderabad,T30,36-45,Male,39.4,UPI,Verified
INV002407,,119092,,465537,West Bengal,Kolkata,T30,36-45,Male,35.9,Mandate,Verified
INV004279,,101207,,7544,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Cheque,Verified
INV001711,,148568,,2082,Madhya Pradesh,Bhopal,B30,46-55,Male,99.0,Cheque,Verified
INV004078,,100025,,9976,Delhi,Noida,T30,18-25,Male,3.8,UPI,Verified
INV004079,,149324,,48043,Karnataka,Bangalore,T30,36-45,Female,57.2,Cheque,Verified
INV004890,,102885,,5562,Telangana,Hyderabad,T30,18-25,Female,5.8,Cheque,Verified
INV004631,,120843,,5135,Tamil Nadu,Chennai,T30,36-45,Female,20.2,UPI,Verified
INV003117,,102886,,25785,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Net Banking,Verified
INV000122,,119551,,46110,Madhya Pradesh,Bhopal,B30,36-45,Male,50.0,UPI,Verified
INV004116,,118633,,27635,Gujarat,Ahmedabad,T30,36-45,Male,59.4,Cheque,Verified
INV002668,,119551,,142626,Delhi,Gurugram,T30,26-35,Male,9.8,Cheque,Verified
INV003409,,118632,,43864,Karnataka,Mysore,B30,46-55,Male,44.2,Mandate,Verified
INV000623,,119092,,125211,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Cheque,Verified
INV003710,,120844,,10319,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,Verified
INV003695,,102885,,354367,Karnataka,Bangalore,T30,36-45,Male,31.0,Cheque,Pending
INV001490,,118634,,35777,Uttar Pradesh,Kanpur,B30,36-45,Female,43.8,Cheque,Verified
INV000511,,149322,,3145,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified
INV004305,,119094,,443071,Telangana,Hyderabad,T30,36-45,Female,30.1,Mandate,Verified
INV003947,,102885,,309290,Delhi,Noida,T30,26-35,Male,12.9,Cheque,Pending
INV003570,,101206,,10002,Delhi,New Delhi,T30,26-35,Male,12.3,Net Banking,Verified
INV004875,,120843,,60836,West Bengal,Kolkata,T30,26-35,Male,25.0,Net Banking,Verified
INV000040,,119094,,236631,Karnataka,Mysore,B30,26-35,Male,14.7,UPI,Verified
INV001724,,119094,,546722,Madhya Pradesh,Indore,T30,26-35,Female,11.9,Cheque,Verified
INV002177,,118634,,213979,Haryana,Gurugram,T30,26-35,Male,13.2,Cheque,Verified
INV004137,,119095,,47835,West Bengal,Kolkata,T30,18-25,Female,6.2,Net Banking,Verified
INV003192,,119095,,164734,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Net Banking,Verified
INV001940,,120503,,367264,Delhi,New Delhi,T30,36-45,Male,28.4,UPI,Verified
INV002286,,100025,,9852,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,UPI,Verified
INV001816,,101206,,123568,Telangana,Hyderabad,T30,26-35,Male,9.0,Mandate,Verified
INV003808,,119551,,125121,Madhya Pradesh,Bhopal,B30,46-55,Female,62.5,Net Banking,Verified
INV001689,,118636,,5667,Haryana,Faridabad,B30,36-45,Male,40.4,Net Banking,Verified
INV002987,,120504,,429063,West Bengal,Kolkata,T30,18-25,Male,4.4,Cheque,Verified
INV000612,,119598,,3254,Punjab,Amritsar,B30,18-25,Male,6.3,Mandate,Verified
INV000906,,119552,,8824,Maharashtra,Mumbai,T30,26-35,Male,20.7,Net Banking,Verified
INV001921,,120503,,1056,Gujarat,Surat,T30,26-35,Female,13.5,Net Banking,Verified
INV003434,,100016,,490,Gujarat,Surat,T30,18-25,Male,5.9,UPI,Verified
INV004240,,125497,,2947,Maharashtra,Mumbai,T30,18-25,Male,7.1,UPI,Verified
INV004124,,119552,,406060,Maharashtra,Nashik,B30,56+,Male,76.4,UPI,Verified
INV002689,,118636,,328185,Madhya Pradesh,Bhopal,B30,26-35,Male,7.4,Net Banking,Verified
INV000463,,118635,,48688,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Mandate,Verified
INV002494,,101206,,8822,Delhi,Noida,T30,46-55,Male,40.0,Net Banking,Verified
INV002485,,120503,,1116,Karnataka,Mysore,B30,46-55,Female,70.2,Net Banking,Verified
INV003842,,149322,,380282,Maharashtra,Pune,T30,36-45,Male,34.3,Net Banking,Verified
INV004384,,149324,,52661,Delhi,Noida,T30,26-35,Male,12.1,Net Banking,Verified
INV001583,,120504,,283134,Delhi,Gurugram,T30,18-25,Male,3.1,Cheque,Verified
INV000278,,118636,,599,Rajasthan,Jaipur,T30,26-35,Male,22.1,UPI,Verified
INV000546,,119094,,286934,Karnataka,Mysore,B30,26-35,Male,9.5,Mandate,Verified
INV000384,,120842,,139035,Tamil Nadu,Coimbatore,B30,18-25,Female,6.5,Cheque,Verified
INV000236,,118636,,17905,Karnataka,Bangalore,T30,36-45,Male,26.2,Net Banking,Verified
INV003102,,120505,,11874,Maharashtra,Pune,T30,18-25,Male,4.3,Mandate,Verified
INV000393,,148567,,167086,Maharashtra,Mumbai,T30,36-45,Male,53.1,Cheque,Verified
INV004024,,101207,,540,Telangana,Hyderabad,T30,36-45,Male,23.1,Cheque,Verified
INV001576,,149324,,445230,Delhi,Noida,T30,46-55,Female,46.5,UPI,Verified
INV003622,,120505,,22445,Telangana,Hyderabad,T30,26-35,Female,11.3,Mandate,Verified
INV001834,,120506,,271976,Gujarat,Ahmedabad,T30,26-35,Male,11.4,UPI,Verified
INV003065,,119599,,24932,Uttar Pradesh,Kanpur,B30,46-55,Male,27.9,UPI,Verified
INV000585,,118632,,177339,Telangana,Hyderabad,T30,46-55,Female,47.0,Cheque,Verified
INV004407,,119093,,947,Punjab,Chandigarh,T30,18-25,Male,7.7,Mandate,Verified
INV002188,,100016,,138732,Rajasthan,Jaipur,T30,26-35,Male,19.1,Cheque,Verified
INV004706,,119598,,386414,Punjab,Chandigarh,T30,56+,Male,11.1,Net Banking,Pending
INV001378,,125498,,66781,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified
INV001351,,119599,,35299,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,UPI,Verified
INV001834,,101207,,58222,Gujarat,Ahmedabad,T30,26-35,Male,11.4,Cheque,Verified
INV000875,,120503,,402660,Gujarat,Surat,T30,46-55,Female,71.8,Net Banking,Verified
INV003301,,120503,,7801,Rajasthan,Udaipur,B30,26-35,Male,14.2,UPI,Verified
INV001440,,120506,,370105,West Bengal,Kolkata,T30,26-35,Male,11.3,Net Banking,Verified
